"","Order","Family","Genus","Species","AdultBodyMass_g","BMR_mLO2hr","GestationLen_d","LitterSize","LittersPerYear","MaxLongevity_m","PopulationDensity_nkm2","SexualMaturityAge_d","TrophicLevel","GR_Area_km2","HumanPopDen_nkm2","PrecipMean_mm","TempMean_degC"
"2083","Diprotodontia","Macropodidae","Macropus","Macropus parma",4160,1376.25,34.54,1,1.3,120,NA,476.28,1,53268,24.65,86.85,154.42
"2084","Diprotodontia","Macropodidae","Macropus","Macropus parryi",12700,NA,37.14,1,NA,168,40.6,647.58,1,364427,12.8,78.38,196.36
"2085","Diprotodontia","Macropodidae","Macropus","Macropus robustus",26000,5453.5,34.3,1,NA,288,40,604.41,1,6741241,2.47,36.44,216.05
"2086","Diprotodontia","Macropodidae","Macropus","Macropus rufogriseus",16800,NA,30.08,1,1,228,46.5,409.58,NA,643869,23.05,67,157.83
"2087","Diprotodontia","Macropodidae","Macropus","Macropus rufus",39000,5568.64,33.08,1,NA,360,3.17,588.1,1,5285730,0.17,26.18,213.03
"2088","Macroscelidea","Macroscelididae","Macroscelides","Macroscelides proboscideus",38.6,52.57,58.5,1.7,NA,NA,NA,NA,2,983287,13.43,18.81,164.87
"2089","Rodentia","Muridae","Macrotarsomys","Macrotarsomys bastardi",28.5,NA,24,2.49,NA,NA,NA,NA,2,94419,10.98,75.62,240.67
"2090","Rodentia","Muridae","Macrotarsomys","Macrotarsomys ingens",55,NA,NA,NA,NA,NA,NA,NA,NA,322,23,129,264.5
"2091","Peramelemorphia","Peramelidae","Macrotis","Macrotis lagotis",1230,400.19,14.63,2,4,120,8,152.57,2,1334007,0,24.38,234.87
"2092","Peramelemorphia","Peramelidae","Macrotis","Macrotis leucura",364,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"2093","Chiroptera","Phyllostomidae","Macrotus","Macrotus californicus",11.8,14.62,250.93,1,NA,124.8,NA,116.72,2,632246,23.55,21.1,179.7
"2094","Chiroptera","Phyllostomidae","Macrotus","Macrotus waterhousii",16.1,NA,NA,0.98,NA,125,NA,NA,NA,1814916,74.5,64.49,193.75
"2095","Rodentia","Muridae","Macruromys","Macruromys elegans",NA,NA,NA,NA,NA,NA,NA,NA,1,315,4.33,191.66,200.33
"2096","Rodentia","Muridae","Macruromys","Macruromys major",357,NA,NA,NA,NA,NA,NA,NA,1,107183,10.42,304.67,200.51
"2097","Artiodactyla","Bovidae","Madoqua","Madoqua guentheri",4590,NA,175,1,NA,168,13.8,116.72,1,1526489,21.74,41.43,237.91
"2098","Artiodactyla","Bovidae","Madoqua","Madoqua kirkii",4770,2145,171.49,1,NA,198,19,203.68,1,1734714,27.97,45.69,222.42
"2099","Artiodactyla","Bovidae","Madoqua","Madoqua piacentinii",2500,NA,NA,1,NA,168,NA,219.32,1,30486,18.05,18.05,264.91
"2100","Artiodactyla","Bovidae","Madoqua","Madoqua saltiana",3380,NA,NA,1,NA,168,NA,219.82,1,1219721,20.77,31.6,244.74
"2101","Rodentia","Echimyidae","Makalata","Makalata armata",400,NA,NA,1,NA,37.2,157,NA,NA,3346518,5.53,169.07,250.29
"2102","Rodentia","Muridae","Malacomys","Malacomys cansdalei",NA,NA,NA,NA,NA,NA,NA,NA,NA,135469,122.55,118.5,263.75
"2103","Rodentia","Muridae","Malacomys","Malacomys edwardsi",63.9,NA,NA,2.46,NA,NA,156,NA,NA,387958,125.24,172.79,259
"2104","Rodentia","Muridae","Malacomys","Malacomys longipes",95.6,NA,NA,2.91,NA,NA,NA,NA,NA,3123800,42.3,144.84,243.11
"2105","Rodentia","Muridae","Malacomys","Malacomys lukolelae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1546,11.75,162,260.25
"2106","Rodentia","Muridae","Malacomys","Malacomys verschureni",NA,NA,NA,NA,NA,NA,NA,NA,NA,6171,98,121.5,193.74
"2107","Rodentia","Muridae","Malacothrix","Malacothrix typica",17,20.61,26.37,4.04,1,NA,NA,55.57,2,1821448,12,38.38,186.15
"2108","Rodentia","Muridae","Mallomys","Mallomys aroaensis",1660,NA,NA,1.02,NA,NA,NA,NA,1,110554,12.91,298.45,183.3
"2109","Rodentia","Sciuridae","Marmota","Marmota bobak",NA,NA,40.49,5.49,1,180,NA,1050.52,NA,817298,20.94,25.58,28.3
"2110","Rodentia","Sciuridae","Marmota","Marmota broweri",NA,NA,NA,NA,NA,NA,NA,NA,NA,217532,0,12.79,-143.48
"2111","Rodentia","Sciuridae","Marmota","Marmota caligata",2250,NA,29.99,4.49,0.5,NA,NA,696.83,NA,2528757,3.54,48.31,-52.81
"2112","Rodentia","Sciuridae","Marmota","Marmota camtschatica",NA,NA,NA,5,NA,NA,NA,NA,NA,1012755,0.46,26.86,-124.94
"2113","Rodentia","Sciuridae","Marmota","Marmota caudata",4350,NA,30.74,3.66,1,NA,NA,807.96,NA,499610,43.53,19.7,-12.82
"2114","Rodentia","Sciuridae","Marmota","Marmota flaviventris",3710,1546.2,30.41,4.65,1,96,6.9,698.59,1,1718950,7.19,30.39,59.47
"2115","Rodentia","Sciuridae","Marmota","Marmota himalayana",NA,NA,NA,NA,NA,NA,NA,NA,NA,1331687,7.19,54.04,-36.99
"2116","Rodentia","Sciuridae","Marmota","Marmota marmota",4060,1008.72,35.22,4.24,1,216,588,700.35,1,146907,120.34,83.37,46.67
"2117","Rodentia","Sciuridae","Marmota","Marmota menzbieri",NA,NA,NA,2.73,NA,180,NA,822.48,2,31538,73.74,18.87,19.46
"2118","Rodentia","Sciuridae","Marmota","Marmota monax",3880,662.5,31.5,4.1,1,120,137,349.29,2,7599938,26.15,58.82,26.7
"2119","Rodentia","Sciuridae","Marmota","Marmota olympus",6300,NA,NA,3.99,0.5,NA,NA,969,NA,5281,10.97,165.7,85.33
"2120","Rodentia","Sciuridae","Marmota","Marmota sibirica",NA,NA,41,4.49,1,NA,NA,700.35,NA,1257502,5.63,21.89,-34.22
"2121","Rodentia","Sciuridae","Marmota","Marmota vancouverensis",5240,NA,31.69,3.59,NA,NA,NA,1050.52,1,6678,17.86,175.79,64.88
"2122","Carnivora","Mustelidae","Martes","Martes americana",882,584.85,28.1,2.59,NA,228,0.67,385.62,3,7620172,4.32,48.46,-26.12
"2123","Carnivora","Mustelidae","Martes","Martes flavigula",2500,NA,150.03,2.49,NA,168,NA,1095,3,5260627,141.83,134.9,149.09
"2124","Carnivora","Mustelidae","Martes","Martes foina",1670,NA,30.84,3.89,NA,217.2,NA,646.36,3,7011024,98,50.11,68.78
"2125","Carnivora","Mustelidae","Martes","Martes gwatkinsii",2040,NA,NA,NA,NA,NA,NA,NA,2,9367,509.72,155.37,259.98
"2126","Carnivora","Mustelidae","Martes","Martes martes",1300,948.6,30.67,3.5,0.75,204,0.44,428.14,3,8361437,75.77,51.92,42.55
"2127","Carnivora","Mustelidae","Martes","Martes melampus",1000,NA,NA,NA,NA,NA,NA,NA,NA,377251,399.89,132.97,103.02
"2128","Carnivora","Mustelidae","Martes","Martes pennanti",3750,NA,31.36,2.99,NA,121.76,0.17,348.41,3,3481124,7.19,54.09,9.25
"2129","Carnivora","Mustelidae","Martes","Martes zibellina",1170,NA,30.84,3.12,NA,180,0.07,417.44,2,6492749,6.04,31.8,-78.28
"2130","Rodentia","Ctenodactylidae","Massoutiera","Massoutiera mzabi",194,NA,55.88,2.04,NA,NA,NA,334.58,1,1150303,0.6,2.61,240.71
"2131","Rodentia","Muridae","Mastomys","Mastomys angolensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,434875,23.82,99.42,215.48
"2132","Rodentia","Muridae","Mastomys","Mastomys coucha",53.8,NA,NA,7.96,NA,NA,NA,NA,NA,636383,33.86,47.2,176.25
"2133","Rodentia","Muridae","Mastomys","Mastomys erythroleucus",64.1,NA,21.16,10.99,NA,NA,787,75.59,NA,1680829,35.99,46.14,268.27
"2134","Rodentia","Muridae","Mastomys","Mastomys hildebrandtii",62.1,NA,NA,NA,NA,NA,NA,NA,NA,5357106,41.43,87,246.61
"2135","Rodentia","Muridae","Mastomys","Mastomys natalensis",56.1,32.77,NA,NA,NA,NA,1720,NA,2,1375776,32.35,65.35,206.8
"2136","Rodentia","Muridae","Mastomys","Mastomys pernanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,24745,62.59,74.76,197.88
"2137","Rodentia","Muridae","Mastomys","Mastomys shortridgei",46.5,NA,NA,NA,NA,NA,NA,NA,NA,22875,1.99,46.3,234.69
"2138","Rodentia","Muridae","Mastomys","Mastomys verheyeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,19076,48.78,65.36,279.59
"2139","Rodentia","Muridae","Maxomys","Maxomys alticola",159,NA,NA,NA,NA,NA,NA,NA,NA,633,56.81,235.5,225.49
"2140","Rodentia","Muridae","Maxomys","Maxomys baeodon",159,NA,NA,NA,NA,NA,NA,NA,NA,71553,20.3,282.34,233.75
"2141","Rodentia","Muridae","Maxomys","Maxomys bartelsii",88.4,NA,NA,NA,NA,NA,NA,NA,NA,15245,785.46,232.9,231.16
"2142","Rodentia","Muridae","Maxomys","Maxomys dollmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,666,55,229.66,166.65
"2143","Rodentia","Muridae","Maxomys","Maxomys hellwaldii",NA,NA,NA,NA,NA,NA,NA,NA,NA,170486,96.75,229.41,215.47
"2144","Rodentia","Muridae","Maxomys","Maxomys hylomyoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,17895,98.42,281.04,226.42
"2145","Rodentia","Muridae","Maxomys","Maxomys inas",90,NA,NA,2.91,NA,NA,NA,NA,NA,14105,69.44,202.53,250.18
"2146","Rodentia","Muridae","Maxomys","Maxomys inflatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,83340,69.43,261.89,241.96
"2147","Rodentia","Muridae","Maxomys","Maxomys moi",NA,NA,NA,NA,NA,NA,NA,NA,NA,20733,57.83,179.33,227.36
"2148","Rodentia","Muridae","Maxomys","Maxomys musschenbroekii",NA,NA,NA,NA,NA,NA,NA,NA,NA,170486,96.75,229.41,215.47
"2149","Rodentia","Muridae","Maxomys","Maxomys ochraceiventer",159,NA,NA,NA,NA,NA,NA,NA,NA,31248,20.55,270.46,221.44
"2150","Rodentia","Muridae","Maxomys","Maxomys pagensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,6045,55.33,340,259
"2151","Rodentia","Muridae","Maxomys","Maxomys panglima",159,NA,NA,NA,NA,NA,NA,NA,NA,13228,43.33,224,249.78
"2152","Rodentia","Muridae","Maxomys","Maxomys rajah",150,NA,NA,3.25,NA,NA,NA,NA,NA,1321290,71.36,243.54,248.52
"2153","Rodentia","Muridae","Maxomys","Maxomys surifer",150,NA,NA,3.55,NA,NA,NA,NA,NA,2762328,140.85,202.8,245.51
"2154","Rodentia","Muridae","Maxomys","Maxomys wattsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,311,17,234,190
"2155","Rodentia","Muridae","Maxomys","Maxomys whiteheadi",59.2,NA,NA,2.91,NA,NA,NA,NA,NA,1330551,71.78,243.11,248.63
"2156","Rodentia","Muridae","Mayermys","Mayermys ellermani",21.4,NA,NA,NA,NA,NA,NA,NA,2,49257,16.66,347.67,152.95
"2157","Artiodactyla","Cervidae","Mazama","Mazama americana",20300,NA,224.99,1.22,NA,165.6,9.43,NA,1,12958595,25.35,151.47,240.43
"2158","Artiodactyla","Cervidae","Mazama","Mazama bricenii",16500,NA,NA,NA,NA,NA,NA,NA,NA,83135,74.21,106.98,193.15
"2159","Artiodactyla","Cervidae","Mazama","Mazama chunyi",16000,NA,243.33,1.5,NA,NA,NA,NA,NA,112162,14.11,205.34,174.89
"2160","Artiodactyla","Cervidae","Mazama","Mazama gouazoupira",16400,NA,220.13,1,NA,144,9.34,623.54,1,12556119,22.64,147.65,238.57
"2161","Artiodactyla","Cervidae","Mazama","Mazama nana",16500,NA,NA,NA,NA,NA,NA,NA,NA,713884,48.64,131.73,196.52
"2162","Artiodactyla","Cervidae","Mazama","Mazama rufina",21000,NA,231.64,1.22,NA,NA,NA,NA,NA,14704,61.14,176.24,132.58
"2163","Rodentia","Muridae","Megadendromus","Megadendromus nikolausi",52,NA,NA,NA,NA,NA,NA,NA,NA,9995,35.72,67.74,14.03
"2164","Chiroptera","Megadermatidae","Megaderma","Megaderma lyra",38.9,NA,152.08,1,1,168,NA,522.62,3,6486790,260.94,112.7,205.2
"2165","Chiroptera","Megadermatidae","Megaderma","Megaderma spasma",24.7,NA,80,1,NA,NA,NA,NA,3,6183811,227.44,157,245.59
"2166","Rodentia","Muridae","Megadontomys","Megadontomys cryophilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,6755,49.03,104.4,144.97
"2167","Rodentia","Muridae","Megadontomys","Megadontomys nelsoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,15398,146.01,132.75,202.58
"2168","Rodentia","Muridae","Megadontomys","Megadontomys thomasi",111,124.09,NA,2.6,NA,NA,NA,60.22,NA,17943,66.73,107.66,209.36
"2169","Chiroptera","Pteropodidae","Megaerops","Megaerops ecaudatus",26.3,NA,NA,NA,NA,NA,NA,NA,1,1398642,106.53,221.55,247.74
"2170","Chiroptera","Pteropodidae","Megaerops","Megaerops kusnotoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,4066,579.15,239.38,230.67
"2171","Chiroptera","Pteropodidae","Megaerops","Megaerops niphanae",32.6,NA,NA,NA,NA,NA,NA,NA,NA,171270,115.69,137.76,226.22
"2172","Chiroptera","Pteropodidae","Megaerops","Megaerops wetmorei",18.7,NA,NA,NA,NA,NA,NA,NA,NA,129280,66.76,253.22,234.81
"2173","Chiroptera","Pteropodidae","Megaloglossus","Megaloglossus woermanni",16.1,21.7,NA,1,2,NA,NA,NA,NA,3485547,43.69,144.91,242.83
"2174","Rodentia","Muridae","Megalomys","Megalomys desmarestii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175","Rodentia","Muridae","Megalomys","Megalomys luciae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176","Cetacea","Balaenopteridae","Megaptera","Megaptera novaeangliae",3e+07,NA,349.79,1,0.37,1140,NA,1172.38,3,NA,NA,NA,NA
"2177","Insectivora","Soricidae","Megasorex","Megasorex gigas",11.4,NA,NA,NA,NA,NA,NA,NA,NA,175398,46.36,95.26,201.86
"2178","Rodentia","Muridae","Melanomys","Melanomys caliginosus",41,NA,NA,NA,NA,NA,NA,NA,NA,595659,60.76,188.24,229.19
"2179","Rodentia","Muridae","Melanomys","Melanomys robustulus",53.5,NA,NA,NA,NA,NA,NA,NA,NA,8639,26.56,62.56,188.55
"2180","Rodentia","Muridae","Melanomys","Melanomys zunigae",53.5,NA,NA,NA,NA,NA,NA,NA,NA,9675,26,94.22,97.23
"2181","Rodentia","Muridae","Melasmothrix","Melasmothrix naso",NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,33.49,223.49,164.25
"2182","Carnivora","Mustelidae","Meles","Meles meles",11900,3340.8,48.6,2.99,NA,194.4,2.54,364.99,3,26786087,89.73,44.05,47.62
"2183","Carnivora","Mustelidae","Mellivora","Mellivora capensis",9000,NA,181.92,2,2,318,NA,NA,2,27823511,54.67,66.13,236.56
"2184","Carnivora","Mustelidae","Melogale","Melogale everetti",NA,NA,NA,2,NA,NA,NA,NA,2,214,89.5,227.5,236.5
"2185","Carnivora","Mustelidae","Melogale","Melogale moschata",939,NA,NA,2,NA,126,NA,NA,2,1476534,325.78,120.32,163.76
"2186","Carnivora","Mustelidae","Melogale","Melogale orientalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,13389,984.27,201.99,238.22
"2187","Carnivora","Mustelidae","Melogale","Melogale personata",1850,NA,NA,2.49,NA,NA,NA,NA,2,312496,193.5,160,228.12
"2188","Rodentia","Muridae","Melomys","Melomys aerosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,10170,23,277.83,244.33
"2189","Rodentia","Muridae","Melomys","Melomys bougainville",86,NA,NA,NA,NA,NA,NA,NA,NA,12465,17,182.39,261.39
"2190","Rodentia","Muridae","Melomys","Melomys burtoni",71.3,NA,NA,2.59,NA,NA,NA,NA,1,433348,9.62,95.87,237.49
"2191","Rodentia","Muridae","Melomys","Melomys capensis",70,NA,NA,NA,NA,NA,NA,NA,NA,44666,0.39,119.04,267.84
"2192","Rodentia","Muridae","Melomys","Melomys cervinipes",71.2,NA,35.88,2.2,1.3,NA,599,141.62,NA,182871,18.53,97.37,204.51
"2193","Rodentia","Muridae","Melomys","Melomys fellowsi",79,NA,NA,2.69,NA,NA,NA,NA,1,1685,25.33,365.65,137.35
"2194","Rodentia","Muridae","Melomys","Melomys fraterculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,2505,23,280.5,233.5
"2195","Rodentia","Muridae","Melomys","Melomys gracilis",NA,NA,NA,2.69,NA,NA,NA,NA,1,22400,14.1,355.32,166.55
"2196","Rodentia","Muridae","Melomys","Melomys lanosus",117,NA,NA,2.69,NA,NA,NA,NA,1,12239,4.58,214.53,197.8
"2197","Rodentia","Muridae","Melomys","Melomys leucogaster",104,NA,NA,2.15,NA,NA,NA,NA,1,188548,5.44,266.38,251.27
"2198","Rodentia","Muridae","Melomys","Melomys levipes",82.8,NA,NA,1.53,NA,NA,NA,NA,1,818,32.75,96,219.98
"2199","Rodentia","Muridae","Melomys","Melomys lorentzii",150,NA,NA,1.07,NA,NA,NA,NA,1,110306,4.15,195.44,245.38
"2200","Rodentia","Muridae","Melomys","Melomys mollis",90,NA,NA,1.7,NA,NA,NA,NA,1,231083,9.29,255.74,213.34
"2201","Rodentia","Muridae","Melomys","Melomys moncktoni",80.5,NA,NA,2.07,NA,NA,NA,164.91,1,160895,8.84,294.31,209.91
"2202","Rodentia","Muridae","Melomys","Melomys obiensis",71,NA,NA,NA,NA,NA,NA,NA,NA,2727,53.19,280,249
"2203","Rodentia","Muridae","Melomys","Melomys platyops",85.6,NA,NA,1.94,NA,NA,NA,NA,1,305085,10.78,272.52,228.31
"2204","Rodentia","Muridae","Melomys","Melomys rattoides",210,NA,NA,1.7,NA,NA,NA,185.1,1,90706,7.49,234.26,255.35
"2205","Rodentia","Muridae","Melomys","Melomys rubex",47.2,NA,NA,2,NA,NA,NA,NA,1,182360,9.89,280.5,206.15
"2206","Rodentia","Muridae","Melomys","Melomys rubicola",100,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA
"2207","Rodentia","Muridae","Melomys","Melomys rufescens",60.1,NA,NA,2.15,NA,NA,NA,NA,1,674651,7.4,246.91,237.26
"2208","Rodentia","Muridae","Melomys","Melomys spechti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209","Chiroptera","Pteropodidae","Melonycteris","Melonycteris aurantius",30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210","Chiroptera","Pteropodidae","Melonycteris","Melonycteris melanops",47.6,43.18,NA,NA,2,NA,NA,NA,1,45404,10.44,214.16,251.86
"2211","Chiroptera","Pteropodidae","Melonycteris","Melonycteris woodfordi",36.7,NA,NA,0.98,NA,NA,NA,NA,1,29000,14.02,192.96,262
"2212","Carnivora","Ursidae","Melursus","Melursus ursinus",98900,10565.39,203.88,1.79,NA,480,0.14,1095,2,417388,235.88,119.46,241.79
"2213","Rodentia","Sciuridae","Menetes","Menetes berdmorei",NA,NA,NA,NA,NA,51.6,NA,NA,NA,997767,100.06,153.34,238.34
"2214","Carnivora","Mustelidae","Mephitis","Mephitis macroura",1100,NA,58.27,4.59,NA,NA,NA,NA,3,1791884,53.35,61.11,187.66
"2215","Carnivora","Mustelidae","Mephitis","Mephitis mephitis",2400,638.4,63.29,5.69,2,155,8.21,308,2,12277339,28.88,52.67,75.97
"2216","Rodentia","Muridae","Meriones","Meriones arimalius",NA,NA,NA,NA,NA,NA,NA,NA,NA,117977,5.67,7.3,254.94
"2217","Rodentia","Muridae","Meriones","Meriones chengi",NA,NA,NA,NA,NA,NA,NA,NA,NA,77321,8.01,16.77,54.7
"2218","Rodentia","Muridae","Meriones","Meriones crassus",69.9,NA,23.49,4.21,2,67.2,NA,58.06,1,10220123,19.63,7.01,219.3
"2219","Rodentia","Muridae","Meriones","Meriones dahli",NA,NA,NA,NA,NA,NA,NA,NA,NA,4281,46.64,37.15,40.02
"2220","Rodentia","Muridae","Meriones","Meriones hurrianae",71.1,64.49,29.23,3.94,NA,NA,NA,54.85,NA,898860,164.22,26.56,244.95
"2221","Rodentia","Muridae","Meriones","Meriones libycus",91.3,NA,25.43,3.89,NA,NA,NA,80.79,NA,9242430,25.78,12.18,177.09
"2222","Rodentia","Muridae","Meriones","Meriones meridianus",NA,NA,23.95,5.64,3,NA,NA,NA,NA,5445355,15.86,17.23,74.16
"2223","Rodentia","Muridae","Meriones","Meriones persicus",108,NA,28,5.83,NA,NA,135,NA,NA,2280776,33.92,23.27,142.52
"2224","Rodentia","Muridae","Meriones","Meriones rex",NA,NA,NA,NA,NA,NA,NA,NA,NA,511676,45.42,10.68,221.52
"2225","Rodentia","Muridae","Meriones","Meriones sacramenti",NA,NA,NA,5.99,NA,NA,NA,NA,NA,4931,832.05,24.09,192.13
"2226","Rodentia","Muridae","Meriones","Meriones shawi",90.6,NA,24.8,5.85,NA,NA,NA,83.66,NA,1406830,87.48,18.32,182.13
"2227","Rodentia","Muridae","Meriones","Meriones tamariscinus",NA,NA,NA,4.04,2,NA,NA,NA,NA,2233932,13.95,17.47,73.67
"2228","Rodentia","Muridae","Meriones","Meriones tristrami",112,184.01,24,5.8,NA,NA,NA,NA,NA,1199186,84.76,32.57,137.03
"2229","Rodentia","Muridae","Meriones","Meriones unguiculatus",57.7,99.4,25.09,5,3,24,NA,49.49,NA,1946733,15.85,20.99,3.37
"2230","Rodentia","Muridae","Meriones","Meriones vinogradovi",117,NA,21.92,7.48,NA,40,NA,NA,NA,447673,67.2,40.34,105.05
"2231","Rodentia","Muridae","Meriones","Meriones zarudnyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,243896,18.8,18.24,130.31
"2232","Insectivora","Erinaceidae","Mesechinus","Mesechinus dauuricus",NA,NA,NA,NA,NA,NA,NA,NA,3,607920,17.6,25.46,0.52
"2233","Insectivora","Erinaceidae","Mesechinus","Mesechinus hughi",NA,NA,NA,NA,NA,NA,NA,NA,3,379917,263.22,59.05,116.12
"2234","Rodentia","Muridae","Mesembriomys","Mesembriomys gouldii",716,NA,44.09,2,4,46.8,NA,50.63,NA,296275,2.66,99.02,255.83
"2235","Rodentia","Muridae","Mesembriomys","Mesembriomys macrurus",294,NA,NA,2,NA,NA,NA,NA,NA,106059,0.01,85.75,274.15
"2236","Rodentia","Capromyidae","Mesocapromys","Mesocapromys angelcabrerai",NA,NA,NA,NA,NA,NA,NA,NA,2,4,87,111,246
"2237","Rodentia","Capromyidae","Mesocapromys","Mesocapromys auritus",NA,NA,NA,1,NA,NA,NA,NA,2,83,58.5,123,250
"2238","Rodentia","Capromyidae","Mesocapromys","Mesocapromys nanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,3340,33.14,113.97,257.99
"2239","Rodentia","Capromyidae","Mesocapromys","Mesocapromys sanfelipensis",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"2240","Rodentia","Muridae","Mesocricetus","Mesocricetus auratus",98.6,NA,15.49,8.79,4,120,NA,44.32,2,904867,89.74,41.84,107.7
"2241","Rodentia","Muridae","Mesocricetus","Mesocricetus brandti",198,NA,15,9.01,3,NA,NA,38.53,NA,916588,83.03,46.44,90.46
"2242","Rodentia","Muridae","Mesocricetus","Mesocricetus newtoni",97.5,NA,NA,NA,NA,NA,NA,NA,NA,104825,91.37,49.08,100.43
"2243","Rodentia","Muridae","Mesocricetus","Mesocricetus raddei",NA,NA,NA,9,2,NA,NA,NA,NA,151443,53.41,35.42,89.61
"2244","Rodentia","Echimyidae","Mesomys","Mesomys didelphoides",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245","Rodentia","Echimyidae","Mesomys","Mesomys hispidus",175,NA,NA,0.97,NA,NA,NA,NA,2,4398504,2.3,179.72,252.14
"2246","Rodentia","Echimyidae","Mesomys","Mesomys leniceps",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2247","Rodentia","Echimyidae","Mesomys","Mesomys obscurus",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2248","Rodentia","Echimyidae","Mesomys","Mesomys stimulax",108,NA,NA,NA,NA,NA,NA,NA,NA,775514,5.82,176.65,248.9
"2249","Chiroptera","Phyllostomidae","Mesophylla","Mesophylla macconnelli",6.8,NA,NA,0.98,NA,NA,NA,NA,1,8790473,14.9,169.03,243.05
"2250","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon bidens",3400000,NA,364.99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon bowdoini",2600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2252","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon carlhubbsi",3400000,NA,364.99,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2253","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon densirostris",2300000,NA,NA,NA,NA,324,NA,3285,NA,NA,NA,NA,NA
"2254","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon europaeus",5600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2255","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon ginkgodens",1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2256","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon grayi",2900000,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"2257","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon hectori",1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2258","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon layardii",1500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2259","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon mirus",2100000,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2260","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon peruvianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2261","Cetacea","Ziphiidae","Mesoplodon","Mesoplodon stejnegeri",4800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2262","Didelphimorphia","Didelphidae","Metachirus","Metachirus nudicaudatus",367,204.96,NA,5,NA,48,25.6,NA,2,8833791,19.89,162.56,242.98
"2263","Didelphimorphia","Didelphidae","Micoureus","Micoureus alstoni",132,NA,NA,NA,NA,NA,NA,NA,NA,196545,38.82,209.32,230.63
"2264","Didelphimorphia","Didelphidae","Micoureus","Micoureus constantiae",93.1,NA,NA,8,NA,NA,NA,NA,NA,299843,4.57,89.78,234.8
"2265","Didelphimorphia","Didelphidae","Micoureus","Micoureus demerarae",111,NA,NA,6.19,NA,NA,31.3,273.42,3,10966042,19.39,153.67,242.73
"2266","Didelphimorphia","Didelphidae","Micoureus","Micoureus regina",119,NA,NA,NA,NA,NA,NA,NA,NA,668332,16.97,197.15,235.89
"2267","Rodentia","Caviidae","Microcavia","Microcavia australis",261,NA,55.06,2.79,4.5,NA,2150,76.01,1,1516378,5.92,34.24,102.79
"2268","Rodentia","Caviidae","Microcavia","Microcavia niata",255,175.83,54,3.16,5,NA,NA,NA,1,204842,7.86,43.26,33.4
